SMILES,SPLIT
Cc1noc(CCC(=O)OC2CCCCC2C#N)n1,train
Cc1ccccc1SCC(=O)NCCOc1cccnc1,train
Oc1cc(-c2cccnc2)cc2c1OCCN(Cc1nccs1)C2,train
O=S(=O)(Cc1ccccc1)Nc1cnc(Oc2ccccc2)nc1,train
Cc1ccc(C(=O)N2CCN(Cc3ccc(F)c(F)c3)CC2)cc1,train
CN(Cc1cccc(C#N)c1)C(=O)Nc1ccccc1,train
COCc1cccc(CNC(=O)c2ccccc2F)c1,train
Cc1ccc(CNC(=O)CCc2c(C)nc3ncnn3c2C)cc1F,train
CCC1(O)CCN(c2cncc(C(=O)N3CCN(C)CC3)n2)CC1O,train
CC(C)(C)c1ccc(S(=O)(=O)CCNC(=O)C2CCOC2)cc1,train
O=C(c1cc(Cl)ccc1O)N1CCN(Cc2ccccn2)CC1,train
COCCN(Cc1ccccn1)S(=O)(=O)c1ccc2c(c1)COC2,train
O=C(Nc1ccc2c(c1)OCO2)C1CC12CCN(C(=O)CC1CC1)C2,train
CC(NC(=O)N1CCC(C(N)=O)CC1)c1ccc(-n2ccnc2)cc1,train
Cc1cccc(C(=O)NCCC(=O)NCc2ccccc2Cl)c1,train
C=CCN(CCO)S(=O)(=O)c1ccc(F)c(C#N)c1,train
CN(CCOc1ccccc1)C(=O)c1cncc(Br)c1,train
CC(CO)NC(=O)c1ccc(NCc2nc(-c3ccco3)no2)cc1,train
Cn1c(=O)c2c(ncn2CCNc2cccc(F)c2)n(C)c1=O,train
O=C(NCCc1cccs1)c1cccc(OCC(F)F)n1,train
CC1Cc2nc(N)nn2CC1c1ccccc1N(C)C,train
O=c1[nH]c(N2CCCC2)nc2nccc(-c3ccco3)c12,train
Cc1ccc(-n2nnnc2N2CCC3(CC2)OCC(C)O3)cc1,train
CCN(CC)C(=O)COc1cccc(NC(=O)N2CCCC2)c1,train
Cc1cccc(NC(=O)NC2CN(c3ccccc3)C2=O)c1Cl,train
CCCCN(CC(N)=O)Cc1nc2c(cnn2C)c(=O)[nH]1,train
COCCOc1ncccc1C(=O)Nc1ccccc1,train
O=C(NCc1cnn(Cc2ccccc2)c1)c1cc2ccccc2o1,train
COC(=O)C1CCN(C(=O)CCOc2cccc(C)c2)CC1,train
CC(C)CN1CCOC(CNC(=O)c2cnn(-c3ccccc3)n2)C1,train
CSc1ccc(C(=O)N2CCC(OCc3ccccc3F)CC2)o1,train
CCc1cc(C#N)c(NC(=O)CCc2nc(C(C)(C)C)no2)s1,train
Cc1cc(C(=O)OCc2cc(-c3ccccc3)no2)on1,train
Cn1c(=O)oc2cc(NC(=O)c3cccs3)ccc21,train
O=c1[nH]nc(-c2ccco2)n1CCc1ccccc1F,train
O=c1[nH]c(-c2cccnc2)nc2ccc(Br)cc12,train
Nc1ccc(-c2nc3cc4c(cc3[nH]2)OCO4)cc1,train
COc1ccc2c(CC(=O)Nn3cnc4ccccc43)cc(=O)oc2c1,train
CC(C)C(CCO)NC(=O)NCc1cccc(C#N)c1,train
O=C(Nc1ccncc1F)c1ccc(Cl)cn1,train
CC1CCCC(NC(=O)CN(C)CCC#N)C1C,train
CC(NS(=O)(=O)N1CCCCCC1)C(=O)NC(C)(C)C,train
CCOC(=O)c1nnc2c(-c3ccc(F)cc3)c(COC)nn2c1N,train
CCCn1ncc(-c2ccc(OC)c(CC)c2)c(CO)c1=O,train
CCN(CC(=O)NC(C)(C)C)c1c(C#N)c(=O)n(C)c(=O)n1C,train
Cc1nc(C)c(C(=O)Nc2ccc(F)cc2F)s1,train
Nc1nc(-c2cc3ccccc3o2)c2cn[nH]c2n1,train
Cc1c(C(=O)Nc2cnc3onc(C)c3c2)c(=O)oc2ccccc12,train
CC(=O)Nc1cccc(OC(=O)Nc2ccc(F)c(Cl)c2)c1,train
N#Cc1ccc(-c2csc(CCN3CCCC3=O)n2)cc1,train
COc1cccc(NC(=O)Nc2ccnn2C2CCCC2)c1,train
CC1CCCCC1OCCNC(=O)CS(=O)c1ccccc1F,train
COc1cc(NC(=O)CCSc2ccccn2)cc(OC)c1,train
Cc1noc(NC(=O)c2ccc(C)c(NC(=O)c3ccco3)c2)n1,train
CC(C)N(C(=O)C1CC(=O)Nc2ccccc21)C1CCOCC1,train
Cc1cc(C)c(CNC(=O)c2cnccn2)c(C)c1,train
Cc1cc(C)n(-c2ccc(NC(=O)N(C)CCC#N)cc2F)n1,train
CN(CC1CCCC1O)C(=O)NCCC1CCCO1,train
CCCC1CN(C(=O)Nc2ccc(N(C)C(C)=O)cc2)CCO1,train
CCOC(=O)C(C)NC(=O)N=c1[nH]nc2ccccn12,train
COc1ccc(C(=O)NCC(=O)NC2CC2)cc1OC,train
Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NCC(N)=O)cc1C,train
Cc1c(S(=O)(=O)N2CCC3(CC2)CNC(=O)C3)cnn1C,train
COc1ccc(-c2c(N)nc(=O)[nH]c2C)cc1C(C)C,train
COCCN1C(=O)COC2CN(c3cc(C(F)(F)F)ncn3)CC21,train
CCC(=O)N1CCCCC1C(=O)NCCCc1cccc(F)c1,train
COc1cccc(C(=O)NC(C)c2ccncc2)c1OC,train
Cc1nn(-c2ccccc2)c(C)c1-c1nn2c(C(C)C)nnc2s1,train
Cc1cc(C(O)CNC(=O)c2cccc(F)c2)ccc1F,train
CCNC(=O)c1cccc(NC(=O)COc2cccc(CO)c2)c1,train
CNC(=O)C1(NC(=O)CCc2c(C)n[nH]c2C)CCCCC1,train
Cc1cnc(NC(=O)c2ccccc2CSc2ncn[nH]2)s1,train
Cc1noc2ncc(C(=O)N3CCOCC3C3CCCCC3=O)cc12,train
Cc1nc(N(C)C)ncc1C(=O)N(C)Cc1nc2ccc(F)cc2[nH]1,train
CN(C)c1cccc(CNC(=O)Cc2ccc(-n3cnnn3)cc2)c1,train
CS(=O)(=O)N1CC(C(N)=O)Oc2ccccc21,train
CCc1ccc(N2CCn3c2nc2c3c(=O)[nH]c(=O)n2C)cc1,train
O=c1ccc(Br)cn1Cc1cccc(F)c1,train
Cc1ccnc(NC(=O)C2CCN(C(=O)Nc3cccs3)CC2)c1,train
CC(C)C(C)NC(=O)NCC1(N2CCOCC2)CCCCC1,train
CC(=O)c1ccc(NC(=O)c2nnn(-c3ccc(C)c(C)c3)c2C)cc1,train
COCCCNC(=O)c1cc(-c2ccc(Cl)cc2)on1,train
CC(=O)C(NC(=O)CSc1nnc(C)o1)C(C)C,train
O=C(CSc1ccccc1F)Nc1cccc(N2CCCC2=O)c1,train
C1CCC2(C1)OCC1(CO2)COC2(CCCC2)OC1,train
N#CCCN(c1ccccc1)c1ccc(CO)cc1F,train
COc1cccc2c(C)c(C(=O)NCc3cc(C)oc3C)oc12,train
CCOC(=O)c1c(C)nsc1NC(=O)c1cc(C)oc1C,train
Cc1cc(C(=O)CCC(=O)NCC2CCCCC2O)c(C)s1,train
COCCNC(=O)c1ccc(-c2cnn(Cc3ccccc3)c2)nc1,train
CC1COCC(C)N1CC(=O)N(C)CC(=O)NC1CC1,train
N#CCOc1cccc(CC(=O)N(Cc2ccccc2)C2CC2)c1,train
CCC(C(=O)Nc1ccc(N)cc1OC)c1ccccc1,train
COCCN1CCC2CN(C(=O)CC(C)(C)C)CCC2CC1=O,train
CCS(=O)(=O)c1ccccc1C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,train
O=C(CN1CCOCC1)N1CCCC1c1ccc2c(c1)OCCO2,train
Cc1cc(C(=O)Cn2cc(Cl)cn2)c(C)n1CC(F)(F)F,train
N#Cc1ccc(Cl)c(NC(=O)C2Cc3ccccc3C(=O)O2)c1,train
Cc1cc(C)cc(N2CCC(C(=O)Nc3ccn(C)n3)C2=O)c1,train
CCC1CCCN(C(=O)Nc2ccc(C(=O)N3CCCC3)cc2C)C1,train
O=C(c1cccc(Cl)c1)N1CCN(CC(F)(F)C(F)F)CC1,train
O=C(Cn1cnc(-c2ccccc2)cc1=O)NCCc1ccccc1,train
Cc1[nH]c(SCc2ccn(C)c(=O)c2)nc1Cc1ccccc1,train
COc1ccc(C(N)=O)cc1NCC#Cc1ccc(Cl)cc1,train
CC(C)N(C)C(=O)CNc1cc(F)cc(F)c1F,train
Cc1noc(C2CCCN(C(=O)COc3ccc4c(c3)CCC4)C2)n1,train
COc1ccc(C(=O)CCC(=O)Nc2cn(C)c(=O)cc2C)cc1,train
COC(=O)NCC(=O)Nc1cc(-c2cccs2)n[nH]1,train
COc1cccc(CCNC(=O)CCc2ccccc2N)c1,train
CC(=O)Nc1ccccc1OCC(=O)NC(C)c1ccc(Cl)cc1,train
Cc1nc2nc(N)nn2c(C)c1CCC(=O)NC1CCCCC1,train
CCCCN(CC)C(=O)c1cc2cc(N)ccc2[nH]1,train
CC(C)Sc1nnc(-c2ccc(O)cc2)c(=O)n1N,train
CC(Cc1ccco1)NC(=O)NCC(C)(C)C(N)=O,train
Cc1cc(C)c(CNC(=O)c2ccoc2C)c(C)c1,train
O=C(CSc1ccccn1)Nc1ccc(F)cc1Cl,train
NC(=O)c1csc(C(=O)Oc2ccc(F)cc2)c1,train
CCCCc1cc(NC(=O)CCc2c(C)nc3ncnn3c2C)[nH]n1,train
C#Cc1cccc(N(CC(=O)NC)C(=O)Cc2cccc(F)c2F)c1,train
Cc1nc(C)c(C(=O)NCC(C)c2nc3ccccc3s2)o1,train
CC(Sc1nnc(-c2ccco2)n1C)C(=O)c1ccccc1,train
O=C(NCC#CCOc1cccc(Br)c1)c1ccoc1,train
CCn1cc(C(=O)NCC2(C(N)=O)CCOCC2)c2ccccc21,train
CN1CCN(C(=O)C2CNCc3cccc(Cl)c32)CC1,train
CCOC1CCN(C(=O)NC(C)c2ccc(C(F)(F)F)cc2)CC1,train
CN(Cc1ccc(OC(F)F)cc1)C(=O)NCc1ccccn1,train
Cc1nc(-c2cccc(-c3noc(-c4ccncc4)n3)c2)cs1,train
CC(OCC1CCCO1)C(=O)Nc1ccc(F)c(Cl)c1,train
COCCOC(=O)c1cc(C)n(Cc2ccccn2)c1C,train
CC(C)C(C)N(C)C(=O)Nc1ccc(-n2cncn2)nc1,train
CCC(NS(=O)(=O)N(C)C)c1ccc2c(c1)OCCO2,train
O=C(Cn1c2c(sc1=O)CCCC2)N(Cc1ccccc1)C1CC1,train
Cn1cc(S(=O)(=O)NCCSc2ccc(F)cc2)cn1,train
COC(=O)c1ccc(OCc2ccc(F)cc2)c(N)c1,train
COc1ccc(CNc2ccc(S(=O)(=O)C(C)(C)C)nn2)cc1,train
Cc1cc(C)n(CC2CCCCN2C(=O)CCNc2ncccn2)n1,train
CCN(CC)C(=O)c1ccc(NC(=O)NCc2ncc[nH]2)cc1Cl,train
CCc1ccc(NC(=O)Nc2cc(S(=O)(=O)NC)ccc2C)cc1,train
CCC(NCc1ccncc1)C(=O)c1ccc2c(c1)CCN2,train
COc1ccc(OC)c(-c2c(N)n[nH]c2-c2ccccc2)c1,train
O=C1OC(NCc2ccccc2Cl)c2ccccc21,train
CCc1cccc(OCC(=O)Nc2cc(C)on2)c1,train
CCCNC(=O)c1cnc(-c2ccccc2OCC)nc1N,train
N#Cc1cccc(NC(=O)NCCCNC(=O)c2cccs2)c1,train
COC(=O)c1c(NC(=O)COc2cccc(C)c2)sc2c1CCC2,train
Cc1ncc2c(n1)CN(Cc1nnnn1-c1ccccc1)CC2,train
Cc1nc2ccc(-c3ccc(F)cc3)cc2c(=O)[nH]1,train
COc1ccc(CNC(=O)NCC(C)C)c(C(F)(F)F)c1,train
Cc1cnn(C2CCCC2)c1NC(=O)NC(C)c1ccsc1,train
CCCc1nc(C)c(C(=O)NCc2ccc(N3CCCC3)nc2)s1,train
O=C1CSc2ccc(NCC3CCOCC3)cc2N1,train
Cc1cc2oc3c(c(=O)c2cc1C)C(c1ccccc1)NC3=O,train
O=C(NC1CCCC1)C1CCCN(c2nnc3c(Cl)cccn23)C1,train
Cc1nc(C(C)(C)C)[nH]c(=O)c1C(=O)N=c1sccn1C,train
CN(CC12CC3CC(CC(C3)C1)C2)c1ncnc2c1cnn2C,train
COc1cc(=O)n(-c2ccc(C)cc2)nc1C(=O)N1CCCCCC1,train
CC(C)C(=O)NCCNC(=O)C1CCN(S(N)(=O)=O)CC1,train
CC(=O)c1ccc(NC(=O)COC(=O)Cc2ccc(F)cc2)cc1,train
CCCCNC(=O)C(C)Sc1nc(-c2cccnc2)n[nH]1,train
CCOC(=O)CN(C)C(=O)c1ccc(Br)c(N)c1,train
CNC(=O)c1nn(C)c(NC(=O)CCc2ccccc2)c1F,train
Cc1cccnc1CNc1nc(-c2ccncc2)nc2c1c(C)nn2C,train
Cc1ccccc1CC(=O)Nc1ccc(Cl)cc1N,train
CCOc1ccccc1C(O)CCc1nc(C)cs1,train
Cc1cc(C)n(-c2ccc(CC(=O)Nc3cccc(C(N)=O)n3)cc2)n1,train
COC(C)(C)CC(C)NC(=O)N(C)Cc1ccc(C)s1,train
OC1=NCCN(Cc2coc(-c3ccc(Cl)cc3)n2)C1,train
CCc1ccccc1CNC(=O)N1CCCN(C(=O)C2CC2)CC1,train
N#Cc1ccc(N2CCCN(C(=O)Nc3cccnc3)CC2)cc1,train
CCC(C)NC(=O)CC1CCN(C(=O)Nc2ccccc2)CC1,train
CC(NC(=O)NCCN1CCOCC1)c1ccc(NC(N)=O)cc1,train
Cc1c[nH]nc1C1CCCCN1C(=O)c1c(C)noc1C,train
CC(=O)Nc1ccc(C(=O)Nc2cc(C#N)ccc2Cl)cc1,train
CCc1ccc(OCC(=O)Nc2cc(C(=O)N(C)C)ccc2C)cc1,train
O=C(NC1c2ccccc2CC1O)c1ccn(C2CCCC2)n1,train
Cc1ccc(C(=O)CSc2nnnn2C)c(C)c1,train
CCN(c1cc(C)cc(C)c1)S(=O)(=O)c1cn[nH]c1,train
Cc1nc(C(=O)N2CCN(c3cccc(C)c3C)CC2)co1,train
CN(CCC(F)(F)F)C(=O)COc1ccc2c(c1)CCC(=O)N2,train
N#Cc1c(NC(=O)N(CCO)Cc2ccccc2)sc2c1CCC2,train
COCCN(C)C(=O)Nc1cc(F)c(OC)cc1OC,train
O=C(CCNC(=O)c1ccco1)NC1C2CC3CC(C2)CC1C3,train
CC(CO)NC(=O)Nc1ccccc1Oc1ccccc1,train
CC(C)Oc1cccc(CC(=O)N2C(C)COCC2C)c1,train
CCOCCOC(=O)CN1CC(C)Nc2cc(C)ccc21,train
Cc1cc(C)nc(SCC(=O)NCc2cccc(Cl)c2)n1,train
COc1ccccc1C=CCN(CC(F)F)C1CC1,train
CCOc1ccccc1NC(=O)NCC(=O)OC(C)C,train
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc2nncn2c1,train
Cc1cc(CN(C)c2ncnc3c2cnn3-c2ccc(F)cc2)no1,train
COc1ccc(F)cc1NC(=O)CCSc1ccccn1,train
COc1ccnc(-n2cc(C(=O)c3cc(F)ccc3O)cn2)n1,train
Cc1cc(C2NCCC2NC(=O)OC(C)(C)C)nc(C)n1,train
CCc1c(C)nn(C)c1NC(=O)NCC(CO)Cc1ccco1,train
O=C(CS(=O)(=O)c1ccccc1)n1nnc2ccccc21,train
Cc1n[nH]c(C)c1CCOC(=O)c1ccc(N2CCNC2=O)cc1,train
O=C(Cn1cc(-c2ccccc2)oc1=O)NCc1cccc(Cl)c1,train
COc1cccc(CNC(=O)c2cc(C3CC3)nc3onc(C)c23)c1,train
Cc1cc(C(=O)Oc2cccc(C(=O)NC3CC3)c2)c(C)s1,train
CCOC1CCCN(C(=O)c2cc(S(N)(=O)=O)c(C)cc2C)C1,train
CCOC(=O)COc1c(Cl)cc(CO)cc1Br,train
N#Cc1cc(N)ccc1Nc1ccc(Cl)cc1F,train
O=c1c2ccncc2ncn1CCS(=O)(=O)c1ccccc1,train
Cc1ccccc1OCc1nc(-c2cccc(N)c2)cs1,train
C#CCn1c(-c2nnc(CC)o2)cc2ccccc21,train
O=C(COc1ccccc1)Nc1n[nH]c2ncccc12,train
Cc1cccc(C(=O)n2nc(C#N)c(C#N)c2N)c1,train
CNC(=O)c1cc(NS(=O)(=O)N2CCCCCC2)ccc1Cl,train
Cc1ccc(-c2cn(C3CN(C(=O)C4CCC4)C3)nn2)cc1,train
CC(=O)Nc1ncc2c(n1)CC(c1ccc(F)cc1)CC2=O,train
NS(=O)(=O)c1ccc(CNc2ncnc3c2NC(=O)CN3)cc1,train
CC(=O)C(C)n1c(S(=O)(=O)Cc2ccccc2)nc2ccccc21,train
COCC(=O)Nc1ccc(C(=O)OC(C)C)cc1,train
Nc1nc(-c2cccc(F)c2)ncc1C(=O)N1CCOCC1,train
CC(C)(C)c1ccc(C2(C(=O)Nc3cn[nH]c3)CC2)cc1,train
CC(Sc1nnc(C(C)(C)C)n1N)C(=O)NC1CC1,train
CCCN(C(=O)c1cscn1)c1cccc(N)c1,train
COC(=O)c1cccc2c1CCCN2C(=O)c1cccs1,train
COc1c(CN2CCOC(CCc3ccccc3)C2)c(C)nn1C,train
Nc1ccccc1CSc1nnc(C2CC2)n1C1CC1,train
Cc1ccc(C)c(OC(=O)CCc2c(C)noc2C)c1,train
COCCNC(=O)CNC(=O)c1cc(C)n(-c2cc(C)on2)c1C,train
COc1c(Cl)cc(C(=O)Nc2nonc2C)cc1Cl,train
CCN(CC)C(=O)CCC(=O)Nc1nnc(C(C)(C)C)s1,train
CCCCN(Cc1ccccc1F)C(=O)c1ccc(C(N)=O)cc1,train
CC(C)(C)OC(=O)N1CCC(OCCC#N)CC1,train
Cc1nc(C2(NC(=O)c3ccccc3C(F)(F)F)CCCC2)no1,train
COc1ccc(N(C)S(=O)(=O)c2c(C)[nH]c(=O)[nH]c2=O)cc1,train
COc1cc(S(=O)(=O)N2CCCCCC2)ccc1Cl,train
CN(CC(N)=O)C(=O)c1cnn(-c2ccccn2)c1C(F)(F)F,train
O=c1ccc(-c2nc(-c3cccnc3)no2)nn1-c1ccc(F)cc1,train
Cc1nc(CSc2nnc3ccccn23)cs1,train
CCC(C)N1COc2ccc3c(C)c(CC(=O)OC)c(=O)oc3c2C1,train
Cc1c(C(=O)Nc2ccc3c(c2)CCCN3)cnn1C,train
Cc1c(-c2cc(F)ccc2F)[nH]c2nc3cc(N)ccc3n12,train
CC(=O)N1CCc2c(nc(-c3cccnc3)nc2N(C)CCO)C1,train
CN(Cc1cc(Br)cs1)C(=O)Cc1cccs1,train
CCn1c(SCC(=O)Nc2ccc(C#N)cc2)nc2ccccc21,train
O=C(Nc1nccs1)C1CCCN(C(=O)c2ccccc2F)C1,train
CCc1c(N)c(=O)n(Cc2ccccc2Br)n1C,train
CC(C)Nc1nnc(-c2nnc3sc4c(n23)CCC4)s1,train
Cc1ccc(C)c(-c2csc(NC(=O)c3cnc(C)cn3)n2)c1,train
Cc1ccc(-c2nnc3sc(=Cc4ccco4)c(=O)n23)cc1,train
CC1CC1C(=O)Nc1ccc(N2CCCS2(=O)=O)cc1,train
CC1CN(CCC(=O)NC2CCCCC2)CCN1c1nccs1,train
COCC(C)(C)C(=O)NCC(C)N(C)c1ccccc1,train
CC(=O)Nc1ccc(C(=O)N(Cc2cccnc2)Cc2ccco2)cc1,train
CN(C)C(=O)Cc1ccc(-c2cccc(CO)c2)cc1,train
Cc1nn(C)c2cn(CC(=O)N3CCCCCC3)nc12,train
O=C(Cn1ccc(C(F)(F)F)n1)NCCc1ccc(F)cc1,train
CC(=O)c1sc(C(N)C(C)O)nc1C(F)(F)F,train
N#CC1(C(=O)Nc2nc(CN3CCOCC3)cs2)CCCC1,train
COc1cccc2sc(N3CC(OC(=O)C4CCC4)C3)nc12,train
CCc1onc(C)c1NC(=O)N1CCCCCC1c1ccncc1,train
CC1COC2(CCN(C(=O)CCC(=O)c3cccs3)CC2)O1,train
CC(Cc1nc2ccccc2s1)NC(=O)Nc1ccccn1,train
O=C(CCCc1c[nH]c2ccccc12)NCc1nc(-c2ccco2)n[nH]1,train
CNc1ccc(C2CN(C(=O)c3ccccc3)CCO2)nc1,train
CC(C)(C(=O)NCc1ccc(-n2cccn2)cc1)n1cc(Cl)cn1,train
CCCN1CCN(C(=O)c2nn(C(C)C)c(=O)c3ccccc23)CC1,train
CCOC(=O)c1ccc(CN2CCN(c3cnn(C)c3)C(=O)C2)o1,train
N#Cc1ccc(OC2CCC(NC(=O)Cc3ccon3)CC2)nc1,train
CC(Sc1nnc(C2COc3ccccc3O2)o1)c1ccccc1,train
CC(=O)N1CCN(CCNS(=O)(=O)c2cc(C)sc2C)CC1,train
Cc1ccnc(NS(=O)(=O)c2cc(Cl)ccc2Cl)c1,train
CCCc1cc(=O)n(CC(=O)N2CCc3ccccc32)cn1,train
CN(Cc1cccnc1)C(=O)c1ccc(Cn2ccnc2)cc1,train
CCc1ccc(N2CC(C(=O)N=c3[nH]c4ccccc4[nH]3)CC2=O)cc1,train
CN(CC(F)(F)F)C(=O)CSc1nncn1C,train
Cc1ccccc1CNC(=O)C1CCN(C(=O)c2cnoc2C)CC1,train
CN(Cc1cnc2ccsc2c1)Cc1nc2ccccc2n1C,train
COc1ccc(C(=O)Nc2ccc(F)c(NC(=O)C3CC3)c2)cc1,train
CCCCNC(=O)Nc1ccccc1C(=O)NCc1ccco1,train
CCc1c(C(N)=O)c(N)nc2c1c(=O)n(C)c(=O)n2C,train
CC1CCN(C(=O)CSc2nc3c(cc2C#N)CCCC3)CC1,train
COC(=O)c1ccc(CN2CCc3cc(F)ccc3C2)o1,train
CC(C)(C)NC(=O)c1cn(C2CCCC2)c2cccc(N)c2c1=O,train
Cc1ccc(Cc2nnc(NC(=O)c3ccn(C(C)C)n3)o2)cc1,train
O=C(NCc1cn2cc(Cl)ccc2n1)C1CC=CC1,train
COc1cc(C)c(C(=O)Nc2ccc3c(c2)CCC(=O)N3)cc1OC,train
C=CCN1C(=O)CC2C1CCN2S(=O)(=O)c1cn(C)cn1,train
Cc1nc(CN2CCN(C(=O)c3ccsc3)CC2)cs1,train
N#Cc1cccc(CNC(=O)CCn2cnc3sccc3c2=O)c1,train
CCc1noc(CC)c1CC(=O)Nc1ccc2oc(COC)nc2c1,train
C=CCNC(=O)c1cn(Cc2ccccc2)nc1-c1cccc(OC)c1,train
Cc1cc(C(=O)NCCc2nc(-c3ccccc3)oc2C)on1,train
O=C(CSc1ncnc2ccccc12)NCCCO,train
CC(c1ccccn1)N(C)C(=O)c1cccc(-c2ccoc2)c1,train
Cc1ccccc1NC(=O)C(C#N)Cc1ccsc1,train
CCCC1CCC(NC(=O)CN(C)c2ncnc3[nH]cnc23)CC1,train
O=S(=O)(N1CCCC1c1ccco1)N1CCCC2CCCC21,train
O=C(Nc1cccc(-c2ccsc2)c1)N1CCC(CO)CC1,train
O=C(NCc1nc(-c2cccs2)no1)Nc1ccc(Cl)cc1,train
Cc1ccc2[nH]c(CNCCSc3nncn3C)cc(=O)c2c1,train
CCOC(=O)c1noc(C(=O)N2CCCCC2C)c1N,train
O=C(NC1CCCCNC1=O)c1cc(CCc2ccccc2)no1,train
CNC(=O)c1cccc(COc2cccc(C#N)c2)c1,train
O=C(CCNC(=O)NCC1CCCO1)NC1CCCC1,train
Cc1ocnc1C(=O)N1CCC(c2ccc(C(F)(F)F)cc2)CC1,train
Cc1n[nH]c(=O)nc1Nc1cccc(C(=O)OC(C)C)c1,train
Cc1ccncc1NCc1ccccc1OC(C)C,train
Cc1ccc(F)c(C(=O)Nc2cc(-n3nnnc3C)ccc2F)c1,train
CSc1ccccc1N(C)Cc1cc(-n2ccnc2)cs1,train
COc1ccccc1NC(C)C(=O)NC(C)(C)C,train
CN(C)c1ccc(C(=O)N2CCCC2c2cnn(C)c2)nn1,train
CCS(=O)(=O)c1ccc(NCCCc2ccccc2)cc1,train
COc1cc(NS(=O)(=O)c2ccccc2F)c(OC)cc1Cl,train
N#Cc1cnn2c3c(cnc12)C(=O)CC(c1cccc(Cl)c1)C3,train
Cc1csc(NC(=O)N(C)Cc2ccccc2C(F)(F)F)n1,train
O=C1OCCN1c1cc(C(F)(F)F)ccc1Cl,train
COC(=O)CC(NC(=O)C(C)C)c1ccccc1Cl,train
COc1ccc(OC)c(-c2nnc(NC(=O)c3nn(C)cc3C)o2)c1,train
Cc1n[nH]c(C)c1S(=O)(=O)Nc1cccc(Cl)c1C,train
Cc1ncc2c(n1)CCN(C(=O)NCC1Cc3ccccc3O1)C2,train
Cc1c(NCc2cnn(C)c2)cnn1-c1cccc(Cl)c1,train
CCn1cc(C(=O)Oc2cccc(NC(=O)c3ccsc3)c2)cn1,train
C=C(C)Cn1c(CO)nc2cc(OC(C)C)ccc21,train
Cc1cc(N2CCCCC2)nc(CNC(=O)COc2ncccn2)n1,train
O=C(Nc1ccc2c(c1)C(O)=Nc1cccnc1O2)c1cccs1,train
O=C(Nc1cccc(Oc2ncccn2)c1)C1CCCc2ccccc21,train
O=C(NCc1ccccc1Cn1cccn1)Nc1cccnc1,train
N#CC1(N2CCCCC2)CCSc2ccccc21,train
CCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)C1(c2ccccc2)CC1,train
COc1ccc(NC(=O)c2cnc3c(c2)c(=O)n(C)c(=O)n3C)cn1,train
O=C(Nc1ccc(N2CCNC2=O)cc1)c1ccc(F)c(F)c1,train
CCOc1cc(S(=O)(=O)N2CCC(C(N)=O)CC2)ccc1Cl,train
CC(C)c1nc(-c2cc(N)c3c(c2)OCCO3)cc(=O)[nH]1,train
Cc1ccc(CN(C)CC(O)c2ccc(F)c(F)c2)o1,train
NC(=O)c1ccc(C(=O)NC2CCC(c3ccccc3)CC2)cn1,train
CCCn1nc(-c2ccc(C)cc2C)cc(C#N)c1=O,train
O=C(CCCn1cncn1)N1CC=C(c2c[nH]c3ccccc23)CC1,train
O=C(CC1C=CCC1)NCc1nc(-c2cccs2)no1,train
COc1ccc(Cc2nnnn2Cc2nnc(C)o2)cc1F,train
O=C(NCCN1CCN(c2ccccc2F)CC1)c1cccs1,train
COC(=O)c1sc(NC(=O)c2ccc3ccccc3n2)nc1C,train
CCc1cnc(CCNC(=O)NC2CCCCC2O)s1,train
CCCCn1c(SC(C)C(N)=O)nc2sc(C)c(C)c2c1=O,train
N#CCCCS(=O)(=O)N1CCCC1c1ccco1,train
COCC(=O)N1CCN(C(=O)c2cccc(Cl)c2Cl)CC1,train
COC(=O)C(C)CN(C)C(=O)c1cc2ccccc2[nH]1,train
CCc1c(C)c2ccc(NC(=O)CC(C)C)cc2[nH]c1=O,train
Cc1nc(C)c(CC(=O)N2CCCC(C)(c3ccccc3)C2)c(=O)[nH]1,train
O=C(CC1CCCC1)Nc1ccn(-c2ncccc2Cl)n1,train
CCc1c(C)sc(NC(=O)COc2ccccc2C)c1C(N)=O,train
Cc1nc(N(C)CCO)c2ccccc2c1Br,train
CCOC(=O)NCCC(=O)N1CCc2cc(F)ccc2C1,train
CCn1cc(Cl)cc1C(=O)Nc1cccc(CO)c1,train
O=C(NCc1ccccn1)NC1CC(=O)N(c2ccc(F)cc2)C1,train
Cc1cnc(C(=O)OCC(=O)c2ccc(F)cc2)cn1,train
COc1ccc(OC(=O)CSc2nnc(-c3cccs3)o2)cc1,train
COc1ccccc1CN(C)S(=O)(=O)c1ccc(F)cc1,train
CC(C)CNC(=O)N1CCCC(C(=O)NCCc2cccs2)C1,train
COc1ncccc1CNC(=O)c1ccc(F)cc1Br,train
C=CCNC(=O)NCCCc1nn(-c2ccc(F)cc2)c(N)c1C#N,train
N#Cc1ccccc1OCC(=O)Nc1ccc(OC(F)F)cc1,train
COc1ccc2c(c1)c(=O)c(C(=O)NCCc1ccccc1)cn2C,train
COCC(C)NC(=O)c1cc(-c2ccccc2F)on1,train
COc1cccc2c1OC1(C)CC2NC(=O)N1c1ccc(C)cc1,train
